id_pregunta,pregunta,base_legal,opción_a,respuesta_a,opción_b,respuesta_b,opción_c,respuesta_c,opción_d,respuesta_d;;;;;;;;
"P1367,""Durante el año 2023, usted como notario únicamente celebró dos matrimonios civiles. En un grupo de Whatsapp con otros colegas abogados, recordaron que se tenía hasta el 31 de enero de 2024 para que todos los notarios presentaran el formulario F-986 ante el Ministerio de Hacienda. Usted desconocía dicha obligación y pregunta al respecto, a lo que le responden:"",Art. 122 inc. final Código Tributario,Es un formulario para declarar los honorarios percibidos por los servicios notariales,0.0,Es un formulario para solicitar la solvencia de cada notario,0.0,Es un formulario para controlar las facturas que se emitan por servicios notariales,0.0,Ninguna de las opciones es correcta,1.0 ";;;;;;;;
"P1368,""Usted ha formalizado un contrato de leasing, mediante documento privado autenticado  sin embargo para que el mismo surta efecto ante terceros debe de inscribirse en:"",art. 7 Ley de Arrendamiento Financiero,El Registro Público de la Superintendencia del Sistema Financiero,0.0,El Registro de Comercio,1.0,El Banco Central de Reserva.,0.0,""No es necesario inscribirlo, surte efectos contra terceros por la sola suscripción."",0.0";;;;;;;;
"P1369,""La entrega del libro de protocolo debe realizarse dentro del plazo establecido en el art. 23 de la Ley de Notariado  de ahí que su devolución tardía se erige como un incumplimiento de las obligaciones que por ley corresponden al notario";;;;;;;;
"P1370,""En un proceso de fusión, cuando la sociedad absorbente, o la nueva resultante de la absorción sea una sociedad por acciones simplificada, se deberá:"",art. 319 inc. 5° Código de Comercio,Consignar únicamente en la escritura pública de fusión las modificaciones al pacto social,0.0,Presentar solicitud simple al Registro de Comercio,0.0,Completar el formulario que emite el Registro de Comercio con las modificaciones al pacto social,1.0,Ninguna de las opciones es correcta,0.0 ";;;;;;;;
P1371,¿Para cuál de los siguientes cargos es imperativo estar autorizado como notario?,Director y subdirector de la Dirección General de Registros.,Director y subdirector de la Dirección General de Registros.,1.0,Magistrado de la Corte Suprema de Justicia,0.0,Secretaria General de la Corte Suprema de Justicia,0.0,Todas las opciones son correctas.,0.0 ;;;;;;;;
P1372,La facultad para vender ganado en nombre del propietario deberá otorgarse en cualquiera de las siguientes formas:,Art. 15 Reglamento Para El Uso De Fierros O Marcas De Herrar Ganado Y Traslado De Semovientes,Por instrumento público debidamente autorizado o carta-poder autenticada por un notario o por el Alcalde Municipal del domicilio del otorgante.,1.0,Por instrumento público debidamente autorizado,0.0,Por carta-poder autenticada por un notario o por el Alcalde Municipal del domicilio del otorgante.,0.0,Por formulario a descargar en Ministerio de Ganadería,0.0 ;;;;;;;;
"P1373,¿Cómo se encuentra su situación respecto del inmueble?,art. 811 Código Civil,El usufructo ha revivido por lo que puede hacer uso del inmueble,1.0,Es necesario apersonarse ante el juez para reactivar el derecho de usufructo,0.0,El usufructo debe ser reactivado mediante un nuevo instrumento,0.0,""Con la inundación y la falta de uso del usufructo, éste se extinguió de manera total"",0.0 ";;;;;;;;
"P1374,""La Administración Tributaria, investiga a una sociedad para la que usted ha cartulado en su protocolo vigente. Le notifican que se requiere la entrega del libro para su examen. Usted advierte que al libro solo le quedan dos días de vigencia, y según el art. 23 Ley de Notariado, está obligado a entregar el protocolo a la Sección de Notariado dentro del plazo de ley, caso contrario será sancionado."",art. 120 Código Tributario,Entrega el libro de protocolo a la Administración Tributaria,1.0,""Presenta el libro a la Sección de Notariado, pues esta por vencer el plazo de entrega"",0.0,""No entrega el protocolo, bajo el precepto que, conforme la ley, el protocolo no podrá sacarse del poder del notario"",0.0,Ninguna de las opciones es correcta,0.0 ";;;;;;;;
"P1375,""La infracción administrativa de incumplimiento a obligaciones notariales, ante la devolución tardía del libro de protocolo, desde la perspectiva de la lesividad se clasifica como:"",Sentencias definitivas de la Sala de lo Contencioso Administrativa : 416-2011 del 21/12/2018  428-2015 del 3/5/2019,Una infracción de lesión,0.0,Una infracción de peligro concreto,0.0,Una infracción de peligro abstracto,1.0,Ninguna de las opciones es correcta,0.0";;;;;;;;
"P1376,""Se presentan María, Amelia y Rosa a su despacho para constituir una sociedad de responsabilidad limitada. Al momento de relacionar los aportes, las nuevas socias señalan que María colaborará con su experiencia en el manejo de proyectos de investigación, por lo que usted: "",Art. 103 Código de Comercio,Les advierte que requerirán de más aportes para llegar al capital mínimo legal.,0.0,Elabora la escritura de constitución porque no le encuentra problema legal.,0.0,Elabora la escritura aclarando que María es un socio industrial y que así es la voluntad de los accionistas.,0.0,Les informa que no podrá elaborar la escritura con el aporte de María porque la ley no lo permite.,1.0 ";;;;;;;;
"P1377,""Ante sus oficios comparece doña Tomasa González y le señala que quiere hipotecar su casa a favor de un prestamista. Cuando revisa la documentación del inmueble, verifica que doña Tomasa posee la nuda propiedad sobre el mismo, por lo que usted:"",Art. 2167 Código Civil,Elabora la escritura de constitución de hipoteca,0.0,""Le recomienda que no constituya hipoteca, sino fianza"",0.0,Le comenta que no puede constituir hipoteca por la nuda propiedad,1.0,Ninguna respuesta es correcta,0.0 ";;;;;;;;
P1378,¿Qué consecuencias acarrea esto?,art. 283 Código Penal,La nulidad de los instrumentos que autorice,0.0,Comisión del delito de falsedad material,1.0,Comisión de falsedad Ideológica,0.0,Ninguna las opciones son correctas,0.0 ;;;;;;;;
"P1379,""En la constitución de una Sociedad por Acciones Simplificada se omitió colocar la duración para la existencia de la misma y siendo consultado acerca de cuál debería ser su plazo de duración, Usted responde:"",Art. 305-B Romano II del Código de Comercio,Su duración es de 1 año porque es el mismo plazo de gratuidad para el cobro de derechos o arancel ante el Registro de Comercio del CNR,0.0,Su duración es de dos años que es el plazo de prescripción para las acciones concedidas por el Código de Comercio para los socios,0.0,Su duración es indefinida ya que así es interpretado por el legislador en defecto de un plazo expreso,1.0,La sociedad de este tipo que carece de un plazo determinado por el o los socios es nula ya que el plazo es un requisito indispensable,0.0 ";;;;;;;;
"P1380,""Una persona le comenta que ha decidido constituir una Sociedad por Acciones Simplificada con su mejor amigo, pero que necesita saber si debe de contratar un contador para llevar la contabilidad de la sociedad, y Usted le responde:"",Art. 305-Z del Código de Comercio,Que en las sociedades de capital incluyendo la Sociedad por Acciones Simplificadas es obligatorio la contabilidad formal sin excepción,0.0,""Que como los socios no deben hacer el trabajo de contabilidad de la sociedad por transparencia y ética, es obligatorio en todos los casos contratar un contador"",0.0,""Que si uno de los socios sabe de contabilidad, éste podrá hacer este trabajo y no será necesario contratar a nadie más"",0.0,""Que es obligatorio contratar un contador público autorizado para llevar la contabilidad de la Sociedad por Acciones Simplificadas siempre que el activo en giro sea igual o superior a $12,000.00 dólares."",1.0 ";;;;;;;;
P1381,El impuesto auto liquidado sobre la transferencia de bienes raíces deberá pagarse dentro de:,Art. 20 de la Ley del Impuesto Sobre Transferencia de Bienes Raíces,30 días,0.0,60 días,1.0,15 días,0.0,Dos meses,0.0 ;;;;;;;;
"P1382,¿por ser un acto a título gratuito necesita testigos?,""Art. 1699 Código Civil, que regula la cesión de derechos hereditarios y Art. 34 de la Ley de Notariado, que establece cuando es necesaria la asistencia de testigos."",No se requiere la asistencia de testigos porque la ley no ha establecido tal requisito para este tipo de actos.,1.0,""Se necesita la asistencia de testigos, en atención a que la cesión no es a titulo oneroso."",0.0,""Es necesaria la asistencia de dos testigos, porque para este tipo de actos es lo regulado por la Ley."",0.0,""Se requiere la asistencia de testigos, en atención a que la Cesión de Derechos Hereditarios es gratuita."",0.0 ";;;;;;;;
"P1383,""El señor David Alonso Juárez le solicita que le autorice una escritura de Donación Irrevocable a favor de su esposa doña Juana Morena López de Juárez, y con respecto a dicho acto le consulta si este tipo de donación puede ser revocada. ante el Usted le responde:"",""Según el Art. 1287 del Código Civil, este tipo de donación, no obstante su naturaleza puede revocarse en algunas circunstancias."",Que es posible revocarla por el acuerdo entre donante y donatario,0.0,Que la ley únicamente establece que puede revocarse por ingratitud del donatario,0.0,""Que es posible revocarla, siempre y cuando no haya sido aceptada por la donataria, y notificada la aceptación al donante."",1.0,""Que es no es posible revocarla, ya que la misma palabra lo dice son donaciones irrevocables."",0.0 ";;;;;;;;
"P1384,""Don José Ramírez le expone que tiene 23 años de poseer un inmueble de forma continúa e ininterrumpida, el inmueble le pertenece a don Mario Guardado y a nombre de él aparece inscrito en el Registro de la Propiedad Raíz e Hipotecas  sin embargo, Mario le manifiesta a José que renunciará a su derecho de interrumpir la prescripción civil, por lo que Usted les aconseja:"",""Arts. 1278, 2242 CC"",Otorgar una escritura de donación equivalente al valor estimado que tiene el derecho de interrumpir la prescripción adquisitiva del inmueble,0.0,Otorgar una escritura de donación de valor indeterminado sobre el derecho de interrumpir la prescripción adquisitiva de un inmueble,0.0,Otorgar una escritura de transacción en la que don Mario renuncia a su derecho de interrumpir la prescripción civil y don José acepta,0.0,Otorgar una escritura pública de renuncia del derecho de interrumpir la prescripción adquisitiva del inmueble,1.0";;;;;;;;
"P1385,""¿Qué documento se necesita a efecto de permitir la salida del país de una niña, niño o adolescente con uno solo de sus padres?"",""Artículo 72 Ley Crecer Juntos para la Protección Integral de la Primer Infancia, Niñez y Adolescencia."",Documento Privado autenticado,0.0,Formulario expedido por la Dirección de Migración y Extranjería,0.0,Acta Notarial,1.0,Declaración jurada ante notario,0.0 ";;;;;;;;
"P1386,Usted le asesora de la siguiente manera?,""Según el Art. 21 de la Ley del Nombre de la Persona Natural, en el caso planteado lo debió haberse relacionado en primer lugar el primer apellido de ella y luego el del esposo."",Qué la única forma de corregir sería mediante Diligencias de Rectificación del Asiento Matrimonial.,0.0,""Que el Registrador del Estado Familiar, debe registrar el matrimonio, ya que ella puede decidir como usar el nombre."",0.0,""Que la única forma de corregir, es mediante una escritura de rectificación del instrumento de matrimonio."",1.0,Que podría corregirse el error haciéndole una escritura de Identidad.,0.0 ";;;;;;;;
"P1387,""Para el cobro a los herederos declarados de una deuda contraída por el causante, y documentada con un Mutuo Hipotecario, se debe proceder de la siguiente manera:"",Art. 1257 del CC. En relación con los arts. 17 inc. 2° y 418 del CPCM.,Promover Diligencias de Yacencia y luego el Proceso Ejecutivo.,0.0,Promover Diligencias de Aceptación de Herencia y luego el Proceso Declarativo Abreviado de Pago.,0.0,""Promover un proceso especial ejecutivo, pasados ocho días de notificada la existencia del crédito a los herederos, por vía judicial o notarial."",1.0,""Promover un proceso especial ejecutivo, pasados quince días de notificada la existencia del crédito a los herederos, por vía judicial o notarial."",0.0 ";;;;;;;;
"P1388,""Para lograr la exclusión de un asignatario en una sucesión mortis causa, mediante una declaratoria de indignidad, se debe promover la siguiente tramitación:"",""Art. 240 del CPCM, en relación con el art. 975 del CC."",Diligencias Varias de Declaratoria de Indignidad.,0.0,Proceso Sumario de Indignidad.,0.0,Proceso Declarativo Abreviado de Indignidad.,0.0,Proceso Declarativo Común de Indignidad.,1.0 ";;;;;;;;
"P1389,""Su colega Erick Amilcar Ibarra, Notario de la República, le comenta que aceptará un trabajo en la Dirección General de Aduanas, con el cargo de Subdirector y le solicita su asesoría, sobre si usted sabe si podrá continuar ejerciendo la función notarial en caso de aceptar el trabajo ofrecido. Usted le responde:"",""Según el Art. 7 literal a) de la Ley Orgánica de la Dirección General de Aduanas, se prohíbe ejercer profesiones liberales al Director y Subdirector, en tal caso estaría la del Ejercicio del Notariado, ya que no obstante ser una función pública el Notario la ejerce de manera liberal."",""No tendría prohibición alguna, ya que en todo caso, la prohibición sería para el Director, no para el Subdirector."",0.0,""Si. Tendría impedimento para ejercer la función pública notarial, ya que no obstante ser el notario un Delegado del Estado ejerciendo una función pública, esta se ejerce de manera liberal."",1.0,""Si, estaría impedido de ejercer el Notariado, únicamente lo relacionado con la competencia de la Dirección General de Aduanas."",0.0,No tendría ningún impedimento para el ejercer la Función Pública del Notariado.,0.0 ";;;;;;;;
"P1390,""Para la constitución de sociedades mercantiles se necesitarán al menos dos socios o accionistas, a excepción de las sociedades:"",Art. 18 inciso final del C. Com.,En comandita por acciones.,0.0,Por acciones simplificadas,1.0,Empresa,0.0,Ninguna de las opciones es correcta.,0.0 ";;;;;;;;
"P1391,Uno de los requisitos de la escritura matriz es la lectura del instrumento por el notario a los otorgantes. Al respecto conoce algún caso en que el instrumento se lea más de una vez?,""El Art. 32 Ordinal 11 de la Ley de Notariado, establece que la lectura del instrumento puede ser realizada por el otorgante si quisiere, por el sordo si supiere  y el Art. 1014 del Código Civil, establece que en caso de ser ciego el testador, será leído por el notario y además por uno de los testigos."",""La lectura del instrumento solo puede ser realizada por el notario, por el cuidado que debe tener del Libro de Protocolo."",0.0,""Cuando el otorgante sea extranjero que no habla el idioma castellano, deberá ser leída también por el intérprete."",0.0,""En caso de que el otorgante sea ciego, o porque alguno de los otorgantes quisiere cerciorarse del contenido."",1.0,Cuando el otorgante sea mudo.,0.0";;;;;;;;
"P1392,""Se presenta a su oficina el señor Oscar Antonio Méndez y le solicita sus servicios porque necesita hacer la tradición de legado al niño Rodolfo Antonio Méndez, de diez años de edad, de una casita que legó su causante. Usted analiza el caso y le expresa:"",""Art. 670 del Código Civil, la Tradición de Legado se efectúa en escritura pública, en la que el tradente exprese entregarlo y el legatario recibirlo"",""No se puede autorizar por el Notario, porque es a favor de un niño, y existe prohibición para conocer en tales casos."",0.0,La tradición de legado solicitada únicamente la puede autorizar el Juez de la Niñez y la Adolescencia,0.0,""Le manifiesto que voy a autorizar la tradición de legado, pero previa autorización judicial para hacerlo."",0.0,""Le expresa que si es posible, y que la tradición del legado de la casa la hará en la escritura pública pues no existe prohibición alguna."",1.0 ";;;;;;;;
"P1393,""La notaria Norma del Carmen Pérez viajó a los Estados Unidos de América, y aprovechado su visita María José Portillo, quien no habla el idioma castellano, le pide autorizar una escritura de poder especial para la realización del proceso de adopción en El Salvador. Como ella sabe el idioma ingles, le dice a la cliente que prescindirá del interprete, y le consulta a usted si es correcto?"",""Según el Art. 32 ordinal 2o. de la Ley de Notariado, cuando el otorgante no sabe hablar el idioma castellano el notario se asistirá de un intérprete, y no expresa que en caso de saber el idioma castellano el Notario prescindirá del intérprete."",""Que es correcta su decisión de prescindir del intérprete, ya que sabe el idioma ingles, y por ello comprende lo que la otorgante le solicita."",0.0,""Que puede prescindir del intérprete en el otorgamiento del poder, pero en tal caso los testigos que asistan al otorgamiento también deben saber el idioma ingles."",0.0,""Que aunque sepa el idioma ingles, debe asistirse de interprete, porque la Ley de Notariado así lo regula."",1.0,""Que debería autorizar la escritura matriz en idioma inglés, y anexar una minuta también en idioma ingles y con su respectiva traducción."",0.0 ";;;;;;;;
"P1394,Cuál es el numero de testigos que comparecen cuando una persona ciega otorga ante sus oficios notariales un testamento solemne nuncupativo,""Art. 1,014 Código Civil"",Tres,0.0,Cuatro,0.0,Cinco,1.0,Seis,0.0 ";;;;;;;;
P1395,En qué caso está obligado el notario a expedir testimonio,Art. 43 y 44 Ley del Notariado,Cuando lo quiera un testigo que compareció al acto notarial,0.0,Cuando se lo pida el otorgante de un acta notarial,0.0,Cuando lo solicite la persona que tiene un interés directo por las declaraciones contenidas en el instrumento,1.0,Ninguna es correcta,0.0 ;;;;;;;;
"P1396,""Es una característica de los contratos mercantiles, la siguiente"",Art. 946 Código de comercio,Mancomunados,0.0,Gratuitos o de beneficencia,0.0,Onerosos,1.0,Solemnes,0.0 ";;;;;;;;
P1397,Para suscribir un título valor a nombre de otra persona se necesita,Art. 642 Código de Comercio,Poder general judicial,0.0,Poder general administrativo,0.0,Poder general con cláusula especial,1.0,Ninguna es correcta,0.0 ;;;;;;;;
P1398,Es un atributo que diferencia la persona natural de la persona jurídica,Art. 186. Ley Procesal de Familia,El patrimonio,0.0,El estado familiar,1.0,La nacionalidad,0.0,Todas son correctas,0.0 ;;;;;;;;
"P1399,""Ante sus oficios notariales llega el señor Pedro Martínez y le expresa que es padre Rodrigo Martínez Pérez de 15 años de edad, y le pregunta si puede vender un inmueble que está a nombre y propiedad de su hijo, quien está bajo su autoridad parental, dicho bien está valorado en $ 10,000.00, ¿Qué le aconsejaría usted?"",Art. 230 del Código de Familia,Le dice que no puede venderlo porque el hijo es menor de edad,0.0,Le dice que si se puede en representación de su hijo sin ningún problema,0.0,Le dice que si es posible siempre que el juez lo autorice conforme a la ley,1.0,""Le dice que, si se puede, pero el hijo debe de dar el consentimiento"",0.0 ";;;;;;;;
"P1400,Cual de todas las opciones considera que es una presunción legal en el proceso laboral,Art. 414 del Código de Trabajo,La conciliación no puede ser nunca en menoscabo de los derechos del trabajador,0.0,En caso de duda sobre dos disposiciones se aplica la más favorable al trabajador,0.0,""Si el patrono fuere el demandado y no concurre a la audiencia conciliatoria, se presume cierto lo dicho en la demanda"",1.0,Ninguna es correcta,0.0 ";;;;;;;;
P1401,Cuantos testigos son necesarios para el otorgamiento de un testamento abierto,Art. 1009 Código Civil,Dos,0.0,Tres,1.0,Cinco,0.0,No importa el número,0.0 ;;;;;;;;
P1402,En qué casos procede levantar actas notariales,Art. 50 Ley de Notariado,Para constatar hechos jurídicos,0.0,Para constatar hechos que presencio o compruebe,0.0,Cuando interponga sus oficios por disposición de la Ley,0.0,Todas son correctas,1.0 ;;;;;;;;
"P1403,""La acción cambiaria del último tenedor de una letra de cambio, contra los tenedores en vía de regreso caduca cuando"",Artículo 774 del Código de Comercio,Por no haber sido presentada la letra para aceptación o pago,0.0,""Por no haberse admitido la aceptación por intervención, cuando el tenedor esté obligado a ello"",0.0,Por no haberse levantado el protesto en los términos legales,0.0,Todas son correctas,1.0 ";;;;;;;;
"P1404,Los certificados fiduciarios pueden amparar,Artículo 885 del Código de Comercio,""La obligación de los tenedores, de pagar por lo que produzcan sus bienes"",0.0,El derecho de acción,0.0,""El derecho de sus tenedores a que, al expirar el fideicomiso base de la emisión, les sea entregada la parte alícuota del producto neto de la venta de los bienes fideicomitidos"",1.0,Ninguna es correcta,0.0 ";;;;;;;;
"P1405,Lea el Art. 1691 del Código Civil y diga si la palabra “Título”  que en él se menciona se refiere a:,Artículo 1691 Código Civil,Grado académico,0.0,Sinónimo de tradición,1.0,""División de cada uno de los libros del código civil, que a su vez se subdividen en capítulos"",0.0,Los documentos en que consta el derecho que se cede,0.0";;;;;;;;
P1406,¿Cuál es el periodo máximo de suspensión con que se puede sancionar a un notario?,Art. 51 ordinal 3ª LOJ,Seis meses,0.0,Cinco años,1.0,Cuatro,0.0,Cuatro años,0.0 ;;;;;;;;
"P1407,¿Quién podría solicitar la declaración de incapacidad de un notario autorizado que ha quedado ciego?,""Art. 11 LN  6, 2° LN."",La Procuraduría para la Defensa de los Derechos Humanos,0.0,La Fiscalía General de la República,0.0,La Procuraduría General de la República,0.0,Cualquier persona interesada,1.0";;;;;;;;
"P1408,¿Qué tipo de sanción se le podría aplicar a un notario que autoriza una escritura de compraventa de un inmueble que no es propiedad del que comparece como vendedor?,""Artículos 8, N° 1  y 62 LN"",Inhabilitación por cinco años,0.0,Inhabilitación por diez años,0.0,Suspensión,1.0,Multa,0.0";;;;;;;;
"P1409,""¿En qué instrumento notarial debe consignarse la venta de inmuebles, derechos hereditarios y servidumbre?"",Art. 1605 (2) Código Civil.,Documento privado autenticado,0.0,Acta notarial,0.0,Escritura matriz,1.0,Documento con firmas legalizadas,0.0 ";;;;;;;;
"P1410,¿La sociedad de garantía recíproca es un tipo distinto de las sociedades establecidas por el Código de Comercio?,""Artículo 1 de la Ley del Sistema de Garantías Recíprocas para la Micro, Pequeña y Mediana Empresa Rural y Urbana."",""No, porque es una sociedad anónima con la exigencia de determinados requisitos"",1.0,""Sí, se constituye con no menos de cincuenta socios y los hay de dos clases: partícipaes y protectores"",0.0,""Sí, es regulada por la Ley Especial de Garantías Recíprocas"",0.0,""No, porque es una sociedad de responsabilidad limitada con requisitos especiales"",0.0 ";;;;;;;;
"P1411,¿Qué bienes pueden estar sujetos a hipoteca mercantil?,""Artículos 553, 1551, 1552 Código de Comercio  2167 Código Civil";;;;;;;;
"P1412,¿Cuál es la diferencia entre fianza mercantil y fianza civil?,""Artículos 1539, 1540 y 1543 Código de Comercio"",La fianza civil es una obligación accesoria y la mercantil una obligación principal,0.0,En la fianza mercantil no existe el beneficio de excusión de bienes,0.0,La fianza mercantil es prestada por una institución fiadora,0.0,La fianza mercantil es prestada por una institución fiadora y no existe el beneficio de excusión de bienes,1.0 ";;;;;;;;
P1413,¿Cuáles son los efectos de la matrícula de empresa?,Artículo 418 Código de Comercio,Establecer la calidad de comerciante  para comprobar la propiedad de la empresa;;;;;;;;
"P1414,¿Qué documentos deben presentarse al notario para otorgar la escritura de emisión de bonos?,Artículo 684 Código de Comercio,Solamente acta de la junta general de accionistas donde se aprueba la emisión,0.0,""Solamente balance autorizado por el auditor, para la emisión en forma legal"",0.0,El punto de acta donde se nombra a los ejecutores especiales para realizar la emisión en caso que no haya,0.0,""Acta de la junta general de accionistas donde se aprueba la emisión y balance autorizado por el auditor, para la emisión en forma legal"",1.0 ";;;;;;;;
"P1415,¿Puede protestarse parcialmente un cheque?,Artículo 815 (2) Código de Comercio,""No, la ley prohíbe los protestos parciales"",0.0,""Los cheques no se protestan, los bancos hacen una anotación que equivale al protesto"",0.0,""Sí, en caso que el tenedor legítimo del cheque haya recibido voluntariamente un pago parcial"",1.0,Solo cuando son cheques certificados,0.0 ";;;;;;;;
"P1416,""¿Cuál es el crédito que se utiliza para trabajos agrícolas, ganaderos o industriales, cuyo rendimiento se produce, por lo regular, dentro del periodo de un año?: "",Artículo 1143 Código de Comercio,El refaccionario inmobiliario,0.0,El refaccionario mobiliario,0.0,El de habilitación o avío,1.0,El ganadero o pecuario,0.0 ";;;;;;;;
P1417,¿En qué lugar se pueden comprar las hojas de papel para protocolo?,Artículo 1 del Decreto Legislativo N° 306 del 27 de agosto de 1992,En la Secretaría General de la Corte Suprema de Justicia,0.0,En la Dirección General de Tesorería,1.0,En la Dirección General de Impuestos Internos,0.0,En la Sección del Notariado,0.0 ;;;;;;;;
P1418,¿Cuál es el número mínimo de hojas de las que debe de estar formado un libro de protocolo de notario?,Artículo 17 Ley de Notariado,Veinticinco,1.0,Cincuenta,0.0,Setenta y cinco,0.0,Cien,0.0 ;;;;;;;;
"P1419,""¿En cuál de los modos de adquirir dominio se verifica la participación notarial como fedatario público de los actos, contratos y declaraciones de voluntad?"",Articulo 652 y Siguientes Código Civil,Tradición,1.0,Usucapión,0.0,Accesión,0.0,Ocupación,0.0 ";;;;;;;;
"P1420,¿Qué puede hacer Juan?,Artículo 1619 relacionado 1623 Código Civil,""Debe buscar a María para que le haga la venta del lote, y si ella no quiere debe demandarla en juicio reinvindicatorio ya que es él quien está en posesión del lote"",0.0,""Debe demandar al vendedor por indemnización de daños y perjuicios, porque ha vendido el lote dos veces"",1.0,Debe seguir la ley para la delimitación de derechos proindivisos y obtener una escritura de ratificación de venta.,0.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P1421,""Jacinto Flores notario recién autorizado le pregunta a usted, si en el otorgamiento de donación de inmueble puede comparecer en calidad de testigo, una persona que dejará la impresión digital del pulgar de la mano derecha, ya que tampoco sabe leer y escribir."",Art. 32 y 34 Ley del Notariado,""Sí, es posible ya que sólo se requiere que sea mayor de edad conocido del notario"",0.0,""Si, puede comparecer siempre que sea un testigo idóneo"",0.0,""Sí, ya que la ley no lo prohíbe expresamente"",0.0,Ninguna opción es correcta,1.0 ";;;;;;;;
"P1422,Ante tal situación el registrador debe,Articulo 33 Ley del Notariado.,Denegar el instrumento por presunta falsedad,0.0,""Observar el instrumento y requerirle al notario que aclare, y si se confirma que una firma adicional, No denegar la inscripción por inseguridad jurídica."",0.0,Inscribir la Compraventa porque una firma de más no invalida dicho contrato,1.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P1423,""A su oficina llega el señor Esteban Flores y le dice que su cónyuge falleció el día 03/05/2023, no dejó testamento, necesita legalizar las propiedades aún inscritas a favor de su esposa, para que todo pase a su favor  manifiesta que 1 de los hijos es mayor de edad, pero que fue declarado incapaz y hay 3 hijos residentes en Los Estados Unidos de América. Usted le dice: "",Art. 981 y Siguientes Código Civil.,Que es posible tramitarlo por la vía notarial porque no hay prohibición legal,0.0,Es posible que se siga diligencias por la via notarial siempre que los demás interesados cedan su derecho al solicitante.,0.0,""No es posible, ya que todos los interesados tendrían que comparecer para iniciar el trámite."",0.0,Ninguna opción es correcta,1.0";;;;;;;;
"P1424,""A usted como Auxiliar del Procurador General de la República se le consulta el caso de un padre que se encuentra fuera del país (antes de la solicitud), pero la madre solicita expedición del pasaporte y autorización de la salida del país  usted asegura que, dado que el padre es ausente el Procurador General de la República, autoriza salida mediante acta sin más trámite"",Art. 72 Ley Crecer Juntos,Es correcto por su condición de auxiliar,0.0,Es correcto por el interés superior,0.0,""No es correcto, debe previamente emitirse dictamen favorable y establecer ausencia."",1.0,Ninguna opción es correcta,0.0";;;;;;;;
"P1425,¿Es el mejor instrumento para asegurar alimentos?,Art. 139 Ley Procesal de Familia,""Sí, porque asegura el futuro de los hijos"",0.0,""Si, porque es un instrumento reconocido en la ley"",0.0,""No, el testamento no asegura de forma eficaz los alimentos."",1.0,Ninguna opción es correcta,0.0 ";;;;;;;;
"P1426,¿usted procedería a certificar las fotocopias?,Art. 14 y 83 Ley de procedimientos constitucionales y art. 30 Ley de la jurisdiccion voluntaria y otras diligencias.,""Sí, porque la ley lo permite."",0.0,""No, porque la ley no le habilita a ello"",1.0,""Sí, porque en los procesos constitucionales es fundamental que todas las fotocopias sean certificadas."",0.0,""Sí, porque la ley no dice nada al respecto."",0.0 ";;;;;;;;
"P1427,""¿Es posible que un notario haga, una intimación?"",Art. 45 Ley de Procedimientos Constitucionales.,Que está de acuerdo con que lo autorice ya que la ley permite que el notario actue como una especie de notificador.,0.0,Que está de acuerdo con que lo autorice ya que ello permitirá que el trámite sea más rápido.,0.0,Que no está de acuerdo con que lo autorice ya que la ley establece que la intimacion solo puede ser realizada por un juez ejecutor nombrado.,1.0,Que no está de acuerdo con que lo autorice ya que la ley no habilita al notario para realizar las notificaciones judiciales.,0.0 ";;;;;;;;
"P1428,¿Cuál es la naturaleza del Derecho Notarial?,Art. 1 Ley del Notariado,""Es de naturaleza eminentemente privada, pues el notario es un profesional liberal o independiente, que no depende del Estado para el ejercicio de su profesión"",0.0,""Es eminentemente de naturaleza pública, pues se trata en su esencia, de una función pública."",0.0,""Es de naturaleza ecléctica, pues se relaciona tanto con el derecho público como con el derecho privado."",1.0,""Es de naturaleza social, pues el Notario ejerce su funcion en sociedad."",0.0 ";;;;;;;;
"P1429,""Todas las declaraciones que autoriza un Notario, son cien por ciento ciertas y no debe dudarse de ellas, ya que en ese caso puntual la fe pública concedida al Notario es plena. Eso es lo que significa el inciso segundo del Art. 2 de la Ley de Notariado."",Art. 2 Inc. 2 Ley del Notariado.,""Sí, pero no sólo respecto a las declaraciones que autorice, sino también respecto de los actos y contratos que autorice."",0.0,""No, eso no es lo que significa ese inciso. La Fe Pública es plena respecto de los hechos que personalmente ejecute o compruebe, pero no respecto de las declaraciones que autorice."",0.0,""Sí, porque si el Notario autoriza una declaración de un requirente, es porque al Notario le consta de vistas y oídas, lo que el requirente está declarando."",1.0,""Sí, la Fe Pública concedida al Notario es plena solo respecto de las declaraciones que autorice."",0.0 ";;;;;;;;
"P1430,¿Por qué no tiene aplicación práctica en el país el que un Juez de lo Civil pueda ejercer la función notarial?,Art. 5 Ley del Notariado,Ninguna opción es correcta,0.0,""Porque antes el ser juez y ejercer el notariado no eran incompatibles, pero ahora si lo es."",0.0,""Porque para los jueces puedan ejercer funciones de notario, es necesario que no existan notarios en el lugar donde dichos jueces desempeñan sus funciones."",1.0,""Porque el juez tenía que conocer a los testigos del testamento, y era muy difícil hallar testigos que el juez conociera."",0.0 ";;;;;;;;
